Name,R_Square
dp0.1_ba24_lr0.00001_seed44,-1.7553357261383882
dp0.1_ba24_lr0.00005_seed44,-0.2765722222342626
dp0.1_ba24_lr0.00050_seed44,0.019791353632977793
dp0.3_ba24_lr0.00001_seed44,-8.712585535713158
dp0.3_ba24_lr0.00005_seed44,-0.10942811495247673
dp0.3_ba24_lr0.00050_seed44,0.30912146768203097
dp0.1_ba48_lr0.00001_seed44,0.2586334462798846
dp0.1_ba48_lr0.00005_seed44,0.19831596653381844
dp0.1_ba48_lr0.00050_seed44,0.20968464522259733
dp0.3_ba48_lr0.00001_seed44,-6.3314151252967585
dp0.3_ba48_lr0.00005_seed44,0.2535882143210455
dp0.3_ba48_lr0.00050_seed44,0.28414729797058114
dp0.1_ba96_lr0.00001_seed44,0.17360427993407868
dp0.1_ba96_lr0.00005_seed44,0.303334009949938
dp0.1_ba96_lr0.00050_seed44,0.18357180578128474
dp0.3_ba96_lr0.00001_seed44,-5.200957221471292
dp0.3_ba96_lr0.00005_seed44,0.3016537012847801
dp0.3_ba96_lr0.00050_seed44,0.3141573811328603
dp0.1_ba168_lr0.00001_seed44,0.2527354228194231
dp0.1_ba168_lr0.00005_seed44,0.3020352671394918
dp0.1_ba168_lr0.00050_seed44,0.23705233657283586
dp0.3_ba168_lr0.00001_seed44,-0.12576969562288887
dp0.3_ba168_lr0.00005_seed44,-1.7389443147931183
dp0.3_ba168_lr0.00050_seed44,0.3073320990954357
dp0.1_ba288_lr0.00001_seed44,0.3273835927251336
dp0.1_ba288_lr0.00005_seed44,0.2909575060546734
dp0.1_ba288_lr0.00050_seed44,0.23684342087540267
dp0.3_ba288_lr0.00001_seed44,0.035230641254065054
dp0.3_ba288_lr0.00005_seed44,-0.38525439612733203
dp0.3_ba288_lr0.00050_seed44,0.2580715265213026
dp0.1_ba24_lr0.00001_seed234,-1.6264558733398715
dp0.1_ba24_lr0.00005_seed234,-0.8990360528772816
dp0.1_ba24_lr0.00050_seed234,0.03419547192273931
dp0.3_ba24_lr0.00001_seed234,-8.92621712975595
dp0.3_ba24_lr0.00005_seed234,-0.13234658901574292
dp0.3_ba24_lr0.00050_seed234,0.32390300213598433
dp0.1_ba48_lr0.00001_seed234,0.21349946290249
dp0.1_ba48_lr0.00005_seed234,0.16925726302573985
dp0.1_ba48_lr0.00050_seed234,0.2035752796382313
dp0.3_ba48_lr0.00001_seed234,-6.801328515438591
dp0.3_ba48_lr0.00005_seed234,0.07097670352548113
dp0.3_ba48_lr0.00050_seed234,0.2729340070085112
dp0.1_ba96_lr0.00001_seed234,0.18155538778106473
dp0.1_ba96_lr0.00005_seed234,0.2693392702327706
dp0.1_ba96_lr0.00050_seed234,0.24661733330065383
dp0.3_ba96_lr0.00001_seed234,-7.901089227220439
dp0.3_ba96_lr0.00005_seed234,0.266604536211242
dp0.3_ba96_lr0.00050_seed234,0.3203471809565428
dp0.1_ba168_lr0.00001_seed234,0.28023489547141345
dp0.1_ba168_lr0.00005_seed234,0.23022120386579792
dp0.1_ba168_lr0.00050_seed234,0.2374563498779746
dp0.3_ba168_lr0.00001_seed234,-1.2932729557162093
dp0.3_ba168_lr0.00005_seed234,0.2727874839673855
dp0.3_ba168_lr0.00050_seed234,-0.03675899346627798
dp0.1_ba288_lr0.00001_seed234,0.29375190756919156
dp0.1_ba288_lr0.00005_seed234,0.2870876686023146
dp0.1_ba288_lr0.00050_seed234,0.09943225718501914
dp0.3_ba288_lr0.00001_seed234,-0.26272545626846955
dp0.3_ba288_lr0.00005_seed234,0.2535098297695324
dp0.3_ba288_lr0.00050_seed234,0.22197140042310048
dp0.1_ba24_lr0.00001_seed90,-1.6187181143980909
dp0.1_ba24_lr0.00005_seed90,-0.4619123009435493
dp0.1_ba24_lr0.00050_seed90,0.09412411859621705
dp0.3_ba24_lr0.00001_seed90,-8.258201489684602
dp0.3_ba24_lr0.00005_seed90,-0.2470138087806386
dp0.3_ba24_lr0.00050_seed90,0.33190301936041944
dp0.1_ba48_lr0.00001_seed90,0.25279490457266174
dp0.1_ba48_lr0.00005_seed90,0.13920542717198503
dp0.1_ba48_lr0.00050_seed90,0.017005953104367588
dp0.3_ba48_lr0.00001_seed90,-6.672802964383198
dp0.3_ba48_lr0.00005_seed90,0.18428370727502086
dp0.3_ba48_lr0.00050_seed90,0.2658373849184593
dp0.1_ba96_lr0.00001_seed90,0.17310245455575435
dp0.1_ba96_lr0.00005_seed90,0.2585465732802501
dp0.1_ba96_lr0.00050_seed90,0.20716418086448907
dp0.3_ba96_lr0.00001_seed90,-6.672316923922411
dp0.3_ba96_lr0.00005_seed90,0.20610378174573285
dp0.3_ba96_lr0.00050_seed90,0.2729012076650238
dp0.1_ba168_lr0.00001_seed90,0.2598802095105195
dp0.1_ba168_lr0.00005_seed90,0.2461653900505446
dp0.1_ba168_lr0.00050_seed90,0.21916067726094124
dp0.3_ba168_lr0.00001_seed90,-0.5567333892247543
dp0.3_ba168_lr0.00005_seed90,-2.4384963112654385
dp0.3_ba168_lr0.00050_seed90,0.2797706956024082
dp0.1_ba288_lr0.00001_seed90,0.29995301969263577
dp0.1_ba288_lr0.00005_seed90,0.26110814439819086
dp0.1_ba288_lr0.00050_seed90,0.22232564821353484
dp0.3_ba288_lr0.00001_seed90,-0.33002272150640444
dp0.3_ba288_lr0.00005_seed90,-0.5529800789843524
dp0.3_ba288_lr0.00050_seed90,0.23367592029538575
