Name,R_Square
ba24_lr0.00001_seed44,0.23750600559853519
ba24_lr0.00005_seed44,0.2237937529841748
ba24_lr0.00050_seed44,0.29657350250504344
ba48_lr0.00001_seed44,0.2544399096115745
ba48_lr0.00005_seed44,0.2809353602503214
ba48_lr0.00050_seed44,0.25242338886550186
ba96_lr0.00001_seed44,0.15820884798765056
ba96_lr0.00005_seed44,0.25144150994247216
ba96_lr0.00050_seed44,0.15842117212614037
ba168_lr0.00001_seed44,0.2536496277780602
ba168_lr0.00005_seed44,0.25315600673333827
ba168_lr0.00050_seed44,0.3188421344802945
ba288_lr0.00001_seed44,0.2544425588273117
ba288_lr0.00005_seed44,0.21273274306078127
ba288_lr0.00050_seed44,0.287005832807528
ba24_lr0.00001_seed234,0.0847803970959915
ba24_lr0.00005_seed234,0.30942034573507937
ba24_lr0.00050_seed234,0.31281741582778466
ba48_lr0.00001_seed234,-0.0048611962944618
ba48_lr0.00005_seed234,0.23670583612111618
ba48_lr0.00050_seed234,0.0848419227863686
ba96_lr0.00001_seed234,0.17677654148442956
ba96_lr0.00005_seed234,0.2267606047527645
ba96_lr0.00050_seed234,0.21433414997169642
ba168_lr0.00001_seed234,0.20551541296492215
ba168_lr0.00005_seed234,0.15706771842305378
ba168_lr0.00050_seed234,0.31072867022487993
ba288_lr0.00001_seed234,0.2398845444140747
ba288_lr0.00005_seed234,0.23742255120804745
ba288_lr0.00050_seed234,-0.01749878989014042
ba24_lr0.00001_seed90,0.21919282557849107
ba24_lr0.00005_seed90,0.2674031298290578
ba24_lr0.00050_seed90,0.13967047444078495
ba48_lr0.00001_seed90,0.1966108610401548
ba48_lr0.00005_seed90,0.0877217801790583
ba48_lr0.00050_seed90,0.1534874108888553
ba96_lr0.00001_seed90,0.2401222539427792
ba96_lr0.00005_seed90,0.14042827299847394
ba96_lr0.00050_seed90,0.04569705732751794
ba168_lr0.00001_seed90,0.24839395723505953
ba168_lr0.00005_seed90,0.24463082154738414
ba168_lr0.00050_seed90,0.2733943586475821
ba288_lr0.00001_seed90,0.19520742308157568
ba288_lr0.00005_seed90,0.2288202551853611
ba288_lr0.00050_seed90,0.20238170767796615
